Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
"Los Angeles, CA",US,1,0,0,2020-02-01
"Orange, CA",US,1,0,0,2020-02-01
"Santa Clara, CA",US,1,0,0,2020-02-01
"Seattle, WA",US,1,0,0,2020-02-01
"Tempe, AZ",US,1,0,0,2020-02-01
Hubei,Mainland China,11177,350,295,2020-02-02
Zhejiang,Mainland China,661,0,32,2020-02-02
Guangdong,Mainland China,632,0,15,2020-02-02
Henan,Mainland China,493,2,10,2020-02-02
Hunan,Mainland China,463,0,16,2020-02-02
Anhui,Mainland China,340,0,7,2020-02-02
Jiangxi,Mainland China,333,0,12,2020-02-02
Chongqing,Mainland China,300,2,7,2020-02-02
Jiangsu,Mainland China,236,0,7,2020-02-02
Sichuan,Mainland China,231,1,11,2020-02-02
Shandong,Mainland China,230,0,6,2020-02-02
Beijing,Mainland China,191,1,9,2020-02-02
Shanghai,Mainland China,182,1,10,2020-02-02
Fujian,Mainland China,159,0,0,2020-02-02
Shaanxi,Mainland China,116,0,0,2020-02-02
Guangxi,Mainland China,111,0,2,2020-02-02
Yunnan,Mainland China,105,0,3,2020-02-02
Hebei,Mainland China,104,1,3,2020-02-02
Heilongjiang,Mainland China,95,2,2,2020-02-02
Liaoning,Mainland China,70,0,1,2020-02-02
Shanxi,Mainland China,66,0,3,2020-02-02
Hainan,Mainland China,64,1,4,2020-02-02
Gansu,Mainland China,51,0,3,2020-02-02
Tianjin,Mainland China,48,0,1,2020-02-02
Guizhou,Mainland China,38,0,2,2020-02-02
Ningxia,Mainland China,28,0,0,2020-02-02
Inner Mongolia,Mainland China,27,0,1,2020-02-02
Jilin,Mainland China,23,0,1,2020-02-02
Xinjiang,Mainland China,21,0,0,2020-02-02
NA,Japan,20,0,1,2020-02-02
NA,Thailand,19,0,5,2020-02-02
NA,Singapore,18,0,0,2020-02-02
Hong Kong,Hong Kong,15,0,0,2020-02-02
NA,South Korea,15,0,0,2020-02-02
Qinghai,Mainland China,11,0,0,2020-02-02
NA,Germany,10,0,0,2020-02-02
Taiwan,Taiwan,10,0,0,2020-02-02
Macau,Macau,8,0,0,2020-02-02
NA,Malaysia,8,0,0,2020-02-02
NA,France,6,0,0,2020-02-02
NA,Vietnam,6,0,1,2020-02-02
NA,United Arab Emirates,5,0,0,2020-02-02
New South Wales,Australia,4,0,2,2020-02-02
Victoria,Australia,4,0,0,2020-02-02
Ontario,Canada,3,0,0,2020-02-02
Queensland,Australia,2,0,0,2020-02-02
South Australia,Australia,2,0,0,2020-02-02
NA,India,2,0,0,2020-02-02
NA,Italy,2,0,0,2020-02-02
NA,Philippines,2,1,0,2020-02-02
NA,Russia,2,0,0,2020-02-02
NA,UK,2,0,0,2020-02-02
"Chicago, IL",US,2,0,0,2020-02-02
NA,Cambodia,1,0,0,2020-02-02
British Columbia,Canada,1,0,0,2020-02-02
NA,Finland,1,0,0,2020-02-02
Tibet,Mainland China,1,0,0,2020-02-02
NA,Nepal,1,0,0,2020-02-02
NA,Spain,1,0,0,2020-02-02
NA,Sri Lanka,1,0,0,2020-02-02
NA,Sweden,1,0,0,2020-02-02
"Boston, MA",US,1,0,0,2020-02-02
"Los Angeles, CA",US,1,0,0,2020-02-02
"Orange, CA",US,1,0,0,2020-02-02
"Santa Clara, CA",US,1,0,0,2020-02-02
"Seattle, WA",US,1,0,0,2020-02-02
"Tempe, AZ",US,1,0,0,2020-02-02
Hubei,Mainland China,13522,414,386,2020-02-03
Guangdong,Mainland China,725,0,21,2020-02-03
Zhejiang,Mainland China,724,0,43,2020-02-03
Henan,Mainland China,566,2,16,2020-02-03
Hunan,Mainland China,521,0,22,2020-02-03
Anhui,Mainland China,408,0,14,2020-02-03
Jiangxi,Mainland China,391,0,18,2020-02-03
Chongqing,Mainland China,337,2,9,2020-02-03
Jiangsu,Mainland China,271,0,8,2020-02-03
Shandong,Mainland China,259,0,7,2020-02-03
Sichuan,Mainland China,254,1,14,2020-02-03
Beijing,Mainland China,212,1,12,2020-02-03
Shanghai,Mainland China,203,1,10,2020-02-03
Fujian,Mainland China,179,0,1,2020-02-03
Shaanxi,Mainland China,128,0,0,2020-02-03
Guangxi,Mainland China,127,0,7,2020-02-03
Heilongjiang,Mainland China,121,2,2,2020-02-03
Yunnan,Mainland China,117,0,5,2020-02-03
Hebei,Mainland China,113,1,3,2020-02-03
Liaoning,Mainland China,74,0,1,2020-02-03
Shanxi,Mainland China,74,0,2,2020-02-03
Hainan,Mainland China,72,1,4,2020-02-03
Tianjin,Mainland China,60,0,1,2020-02-03
Gansu,Mainland China,55,0,3,2020-02-03
Guizhou,Mainland China,46,0,2,2020-02-03
Inner Mongolia,Mainland China,34,0,1,2020-02-03
Jilin,Mainland China,31,0,1,2020-02-03
Ningxia,Mainland China,31,0,1,2020-02-03
Xinjiang,Mainland China,24,0,0,2020-02-03
NA,Japan,20,0,1,2020-02-03
NA,Thailand,19,0,5,2020-02-03
NA,Singapore,18,0,0,2020-02-03
Hong Kong,Hong Kong,15,0,0,2020-02-03
NA,South Korea,15,0,0,2020-02-03
Qinghai,Mainland China,13,0,0,2020-02-03
NA,Germany,12,0,0,2020-02-03
Taiwan,Taiwan,10,0,0,2020-02-03
Macau,Macau,8,0,0,2020-02-03
NA,Malaysia,8,0,0,2020-02-03
NA,Vietnam,8,0,1,2020-02-03
NA,France,6,0,0,2020-02-03
NA,United Arab Emirates,5,0,0,2020-02-03
New South Wales,Australia,4,0,2,2020-02-03
Victoria,Australia,4,0,0,2020-02-03
Ontario,Canada,3,0,0,2020-02-03
NA,India,3,0,0,2020-02-03
Queensland,Australia,2,0,0,2020-02-03
South Australia,Australia,2,0,0,2020-02-03
NA,Italy,2,0,0,2020-02-03
NA,Philippines,2,1,0,2020-02-03
NA,Russia,2,0,0,2020-02-03
NA,UK,2,0,0,2020-02-03
"Chicago, IL",US,2,0,0,2020-02-03
"San Benito, CA",US,2,0,0,2020-02-03
"Santa Clara, CA",US,2,0,0,2020-02-03
NA,Cambodia,1,0,0,2020-02-03
British Columbia,Canada,1,0,0,2020-02-03
NA,Finland,1,0,0,2020-02-03
Tibet,Mainland China,1,0,0,2020-02-03
NA,Nepal,1,0,0,2020-02-03
NA,Spain,1,0,0,2020-02-03
NA,Sri Lanka,1,0,0,2020-02-03
NA,Sweden,1,0,0,2020-02-03
"Boston, MA",US,1,0,0,2020-02-03
"Los Angeles, CA",US,1,0,0,2020-02-03
"Orange, CA",US,1,0,0,2020-02-03
"Seattle, WA",US,1,0,0,2020-02-03
"Tempe, AZ",US,1,0,0,2020-02-03
Hubei,Mainland China,16678,479,522,2020-02-04
Zhejiang,Mainland China,829,0,62,2020-02-04
Guangdong,Mainland China,813,0,30,2020-02-04
Henan,Mainland China,675,2,27,2020-02-04
Hunan,Mainland China,593,0,31,2020-02-04
Anhui,Mainland China,480,0,20,2020-02-04
Jiangxi,Mainland China,476,0,20,2020-02-04
Chongqing,Mainland China,366,2,9,2020-02-04
Jiangsu,Mainland China,308,0,12,2020-02-04
Sichuan,Mainland China,282,1,14,2020-02-04
Shandong,Mainland China,275,0,11,2020-02-04
Beijing,Mainland China,228,1,23,2020-02-04
Shanghai,Mainland China,219,1,12,2020-02-04
Fujian,Mainland China,194,0,3,2020-02-04
Heilongjiang,Mainland China,155,2,4,2020-02-04
Shaanxi,Mainland China,142,0,2,2020-02-04
Guangxi,Mainland China,139,0,10,2020-02-04
Hebei,Mainland China,126,1,4,2020-02-04
Yunnan,Mainland China,122,0,5,2020-02-04
Liaoning,Mainland China,81,0,2,2020-02-04
Shanxi,Mainland China,81,0,4,2020-02-04
Hainan,Mainland China,80,1,5,2020-02-04
Tianjin,Mainland China,67,0,2,2020-02-04
Guizhou,Mainland China,58,0,2,2020-02-04
Gansu,Mainland China,57,0,4,2020-02-04
Jilin,Mainland China,42,0,1,2020-02-04
Inner Mongolia,Mainland China,35,0,1,2020-02-04
Ningxia,Mainland China,34,0,1,2020-02-04
Xinjiang,Mainland China,29,0,0,2020-02-04
NA,Thailand,25,0,5,2020-02-04
NA,Singapore,24,0,0,2020-02-04
NA,Japan,22,0,1,2020-02-04
Hong Kong,Hong Kong,17,1,0,2020-02-04
NA,South Korea,16,0,0,2020-02-04
Qinghai,Mainland China,15,0,0,2020-02-04
NA,Germany,12,0,0,2020-02-04
Taiwan,Taiwan,11,0,0,2020-02-04
Macau,Macau,10,0,0,2020-02-04
NA,Malaysia,10,0,0,2020-02-04
NA,Vietnam,8,0,1,2020-02-04
NA,France,6,0,0,2020-02-04
NA,United Arab Emirates,5,0,0,2020-02-04
New South Wales,Australia,4,0,2,2020-02-04
Victoria,Australia,4,0,0,2020-02-04
Queensland,Australia,3,0,0,2020-02-04
NA,India,3,0,0,2020-02-04
South Australia,Australia,2,0,0,2020-02-04
"Toronto, ON",Canada,2,0,0,2020-02-04
NA,Italy,2,0,0,2020-02-04
NA,Philippines,2,1,0,2020-02-04
NA,Russia,2,0,0,2020-02-04
NA,UK,2,0,0,2020-02-04
"Chicago, IL",US,2,0,0,2020-02-04
"San Benito, CA",US,2,0,0,2020-02-04
"Santa Clara, CA",US,2,0,0,2020-02-04
NA,Belgium,1,0,0,2020-02-04
NA,Cambodia,1,0,0,2020-02-04
British Columbia,Canada,1,0,0,2020-02-04
"London, ON",Canada,1,0,0,2020-02-04
NA,Finland,1,0,0,2020-02-04
Tibet,Mainland China,1,0,0,2020-02-04
NA,Nepal,1,0,0,2020-02-04
NA,Spain,1,0,0,2020-02-04
NA,Sri Lanka,1,0,0,2020-02-04
NA,Sweden,1,0,0,2020-02-04
"Boston, MA",US,1,0,0,2020-02-04
"Los Angeles, CA",US,1,0,0,2020-02-04
"Orange, CA",US,1,0,0,2020-02-04
"Seattle, WA",US,1,0,0,2020-02-04
"Tempe, AZ",US,1,0,0,2020-02-04
Hubei,Mainland China,19665,549,633,2020-02-05
Guangdong,Mainland China,895,0,49,2020-02-05
Zhejiang,Mainland China,895,0,78,2020-02-05
Henan,Mainland China,764,2,47,2020-02-05
Hunan,Mainland China,661,0,54,2020-02-05
Jiangxi,Mainland China,548,0,27,2020-02-05
Anhui,Mainland China,530,0,23,2020-02-05
Chongqing,Mainland China,389,2,15,2020-02-05
Jiangsu,Mainland China,341,0,23,2020-02-05
Shandong,Mainland China,307,0,15,2020-02-05
Sichuan,Mainland China,301,1,24,2020-02-05
Beijing,Mainland China,253,1,24,2020-02-05
Shanghai,Mainland China,243,1,15,2020-02-05
Fujian,Mainland China,205,0,11,2020-02-05
Heilongjiang,Mainland China,190,2,7,2020-02-05
Shaanxi,Mainland China,165,0,6,2020-02-05
Guangxi,Mainland China,150,0,13,2020-02-05
Hebei,Mainland China,135,1,6,2020-02-05
Yunnan,Mainland China,128,0,5,2020-02-05
Hainan,Mainland China,99,1,5,2020-02-05
Liaoning,Mainland China,89,0,4,2020-02-05
Shanxi,Mainland China,81,0,5,2020-02-05
Tianjin,Mainland China,69,1,2,2020-02-05
Guizhou,Mainland China,64,1,9,2020-02-05
Gansu,Mainland China,62,0,6,2020-02-05
Jilin,Mainland China,54,0,2,2020-02-05
Inner Mongolia,Mainland China,42,0,3,2020-02-05
Ningxia,Mainland China,34,0,1,2020-02-05
Xinjiang,Mainland China,32,0,0,2020-02-05
NA,Singapore,28,0,0,2020-02-05
NA,Thailand,25,0,5,2020-02-05
NA,Japan,22,0,1,2020-02-05
Hong Kong,Hong Kong,21,1,0,2020-02-05
NA,South Korea,19,0,0,2020-02-05
Qinghai,Mainland China,17,0,3,2020-02-05
NA,Germany,12,0,0,2020-02-05
NA,Malaysia,12,0,0,2020-02-05
Taiwan,Taiwan,11,0,0,2020-02-05
Macau,Macau,10,0,0,2020-02-05
NA,Vietnam,8,0,1,2020-02-05
NA,France,6,0,0,2020-02-05
NA,United Arab Emirates,5,0,0,2020-02-05
New South Wales,Australia,4,0,2,2020-02-05
Victoria,Australia,4,0,0,2020-02-05
Queensland,Australia,3,0,0,2020-02-05
NA,India,3,0,0,2020-02-05
South Australia,Australia,2,0,0,2020-02-05
British Columbia,Canada,2,0,0,2020-02-05
"Toronto, ON",Canada,2,0,0,2020-02-05
NA,Italy,2,0,0,2020-02-05
NA,Philippines,2,1,0,2020-02-05
NA,Russia,2,0,0,2020-02-05
NA,UK,2,0,0,2020-02-05
"Chicago, IL",US,2,0,0,2020-02-05
"San Benito, CA",US,2,0,0,2020-02-05
"Santa Clara, CA",US,2,0,0,2020-02-05
NA,Belgium,1,0,0,2020-02-05
NA,Cambodia,1,0,0,2020-02-05
"London, ON",Canada,1,0,0,2020-02-05
NA,Finland,1,0,0,2020-02-05
Tibet,Mainland China,1,0,0,2020-02-05
NA,Nepal,1,0,0,2020-02-05
NA,Spain,1,0,0,2020-02-05
NA,Sri Lanka,1,0,0,2020-02-05
NA,Sweden,1,0,0,2020-02-05
"Boston, MA",US,1,0,0,2020-02-05
"Los Angeles, CA",US,1,0,0,2020-02-05
"Madison, WI",US,1,0,0,2020-02-05
"Orange, CA",US,1,0,0,2020-02-05
"Seattle, WA",US,1,0,0,2020-02-05
"Tempe, AZ",US,1,0,0,2020-02-05
Hubei,Mainland China,22112,618,817,2020-02-06
Guangdong,Mainland China,970,0,69,2020-02-06
Zhejiang,Mainland China,954,0,94,2020-02-06
Henan,Mainland China,851,2,56,2020-02-06
Hunan,Mainland China,711,0,81,2020-02-06
Jiangxi,Mainland China,600,0,37,2020-02-06
Anhui,Mainland China,591,0,34,2020-02-06
Chongqing,Mainland China,411,2,24,2020-02-06
Jiangsu,Mainland China,373,0,34,2020-02-06
Shandong,Mainland China,347,0,27,2020-02-06
Sichuan,Mainland China,321,1,31,2020-02-06
Beijing,Mainland China,274,1,31,2020-02-06
Shanghai,Mainland China,257,1,25,2020-02-06
Heilongjiang,Mainland China,227,3,8,2020-02-06
Fujian,Mainland China,215,0,14,2020-02-06
Shaanxi,Mainland China,173,0,9,2020-02-06
Guangxi,Mainland China,168,0,14,2020-02-06
Hebei,Mainland China,157,1,13,2020-02-06
Yunnan,Mainland China,133,0,7,2020-02-06
Hainan,Mainland China,106,1,8,2020-02-06
Shanxi,Mainland China,96,0,12,2020-02-06
Liaoning,Mainland China,94,0,5,2020-02-06
Tianjin,Mainland China,79,1,2,2020-02-06
Guizhou,Mainland China,71,1,6,2020-02-06
Gansu,Mainland China,62,0,6,2020-02-06
Jilin,Mainland China,59,0,4,2020-02-06
Inner Mongolia,Mainland China,46,0,4,2020-02-06
NA,Japan,45,0,1,2020-02-06
Ningxia,Mainland China,40,0,1,2020-02-06
Xinjiang,Mainland China,36,0,0,2020-02-06
NA,Singapore,28,0,0,2020-02-06
NA,Thailand,25,0,5,2020-02-06
Hong Kong,Hong Kong,24,1,0,2020-02-06
NA,South Korea,23,0,0,2020-02-06
Qinghai,Mainland China,18,0,3,2020-02-06
Taiwan,Taiwan,16,0,1,2020-02-06
NA,Germany,12,0,0,2020-02-06
NA,Malaysia,12,0,0,2020-02-06
Macau,Macau,10,0,1,2020-02-06
NA,Vietnam,10,0,1,2020-02-06
NA,France,6,0,0,2020-02-06
NA,United Arab Emirates,5,0,0,2020-02-06
New South Wales,Australia,4,0,2,2020-02-06
Queensland,Australia,4,0,0,2020-02-06
Victoria,Australia,4,0,0,2020-02-06
NA,India,3,0,0,2020-02-06
South Australia,Australia,2,0,0,2020-02-06
British Columbia,Canada,2,0,0,2020-02-06
"Toronto, ON",Canada,2,0,0,2020-02-06
NA,Italy,2,0,0,2020-02-06
NA,Philippines,2,1,0,2020-02-06
NA,Russia,2,0,0,2020-02-06
NA,UK,2,0,0,2020-02-06
"Chicago, IL",US,2,0,0,2020-02-06
"San Benito, CA",US,2,0,0,2020-02-06
"Santa Clara, CA",US,2,0,0,2020-02-06
NA,Belgium,1,0,0,2020-02-06
NA,Cambodia,1,0,0,2020-02-06
"London, ON",Canada,1,0,0,2020-02-06
NA,Finland,1,0,0,2020-02-06
Tibet,Mainland China,1,0,0,2020-02-06
NA,Nepal,1,0,0,2020-02-06
NA,Spain,1,0,0,2020-02-06
NA,Sri Lanka,1,0,0,2020-02-06
NA,Sweden,1,0,0,2020-02-06
"Boston, MA",US,1,0,0,2020-02-06
"Los Angeles, CA",US,1,0,0,2020-02-06
"Madison, WI",US,1,0,0,2020-02-06
"Orange, CA",US,1,0,0,2020-02-06
"Seattle, WA",US,1,0,0,2020-02-06
"Tempe, AZ",US,1,0,0,2020-02-06
Hubei,Mainland China,24953,699,1115,2020-02-07
Guangdong,Mainland China,1034,1,88,2020-02-07
Zhejiang,Mainland China,1006,0,123,2020-02-07
Henan,Mainland China,914,3,86,2020-02-07
Hunan,Mainland China,772,0,112,2020-02-07
Anhui,Mainland China,665,0,47,2020-02-07
Jiangxi,Mainland China,661,0,45,2020-02-07
Chongqing,Mainland China,426,2,31,2020-02-07
Jiangsu,Mainland China,408,0,43,2020-02-07
Shandong,Mainland China,386,0,37,2020-02-07
Sichuan,Mainland China,344,1,42,2020-02-07
Beijing,Mainland China,297,1,33,2020-02-07
Heilongjiang,Mainland China,277,3,12,2020-02-07
Shanghai,Mainland China,277,1,30,2020-02-07
Fujian,Mainland China,224,0,20,2020-02-07
Shaanxi,Mainland China,184,0,17,2020-02-07
Guangxi,Mainland China,172,0,17,2020-02-07
Hebei,Mainland China,172,1,22,2020-02-07
Yunnan,Mainland China,138,0,12,2020-02-07
Hainan,Mainland China,117,2,10,2020-02-07
Shanxi,Mainland China,104,0,15,2020-02-07
Liaoning,Mainland China,99,0,7,2020-02-07
Guizhou,Mainland China,81,1,6,2020-02-07
Tianjin,Mainland China,81,1,2,2020-02-07
Gansu,Mainland China,67,0,9,2020-02-07
Jilin,Mainland China,65,1,4,2020-02-07
Cruise Ship,Others,61,0,0,2020-02-07
Inner Mongolia,Mainland China,50,0,5,2020-02-07
Ningxia,Mainland China,43,0,5,2020-02-07
Xinjiang,Mainland China,39,0,0,2020-02-07
NA,Singapore,30,0,0,2020-02-07
Hong Kong,Hong Kong,25,1,0,2020-02-07
NA,Japan,25,0,1,2020-02-07
NA,Thailand,25,0,5,2020-02-07
NA,South Korea,24,0,1,2020-02-07
Qinghai,Mainland China,18,0,3,2020-02-07
Taiwan,Taiwan,16,0,1,2020-02-07
NA,Germany,13,0,0,2020-02-07
NA,Malaysia,12,0,1,2020-02-07
Macau,Macau,10,0,1,2020-02-07
NA,Vietnam,10,0,1,2020-02-07
NA,France,6,0,0,2020-02-07
Queensland,Australia,5,0,0,2020-02-07
NA,United Arab Emirates,5,0,0,2020-02-07
New South Wales,Australia,4,0,2,2020-02-07
Victoria,Australia,4,0,0,2020-02-07
British Columbia,Canada,4,0,0,2020-02-07
NA,India,3,0,0,2020-02-07
NA,Italy,3,0,0,2020-02-07
NA,Philippines,3,1,0,2020-02-07
NA,UK,3,0,0,2020-02-07
South Australia,Australia,2,0,0,2020-02-07
"Toronto, ON",Canada,2,0,0,2020-02-07
NA,Russia,2,0,0,2020-02-07
"Chicago, IL",US,2,0,0,2020-02-07
"San Benito, CA",US,2,0,0,2020-02-07
"Santa Clara, CA",US,2,0,0,2020-02-07
NA,Belgium,1,0,0,2020-02-07
NA,Cambodia,1,0,0,2020-02-07
"London, ON",Canada,1,0,0,2020-02-07
NA,Finland,1,0,0,2020-02-07
Tibet,Mainland China,1,0,0,2020-02-07
NA,Nepal,1,0,0,2020-02-07
NA,Spain,1,0,0,2020-02-07
NA,Sri Lanka,1,0,0,2020-02-07
NA,Sweden,1,0,0,2020-02-07
"Boston, MA",US,1,0,0,2020-02-07
"Los Angeles, CA",US,1,0,0,2020-02-07
"Madison, WI",US,1,0,0,2020-02-07
"Orange, CA",US,1,0,0,2020-02-07
"Seattle, WA",US,1,0,0,2020-02-07
"Tempe, AZ",US,1,0,0,2020-02-07
Hubei,Mainland China,27100,780,1439,2020-02-08
Guangdong,Mainland China,1095,1,112,2020-02-08
Zhejiang,Mainland China,1048,0,175,2020-02-08
Henan,Mainland China,981,4,116,2020-02-08
Hunan,Mainland China,803,1,156,2020-02-08
Anhui,Mainland China,733,0,59,2020-02-08
Jiangxi,Mainland China,698,0,55,2020-02-08
Jiangsu,Mainland China,439,0,51,2020-02-08
Chongqing,Mainland China,428,2,39,2020-02-08
Shandong,Mainland China,416,0,44,2020-02-08
Sichuan,Mainland China,364,1,60,2020-02-08
Beijing,Mainland China,315,2,34,2020-02-08
Heilongjiang,Mainland China,295,5,13,2020-02-08
Shanghai,Mainland China,286,1,41,2020-02-08
Fujian,Mainland China,239,0,24,2020-02-08
Hebei,Mainland China,195,1,30,2020-02-08
Shaanxi,Mainland China,195,0,20,2020-02-08
Guangxi,Mainland China,183,0,17,2020-02-08
Yunnan,Mainland China,138,0,17,2020-02-08
Hainan,Mainland China,124,2,14,2020-02-08
Shanxi,Mainland China,115,0,21,2020-02-08
Liaoning,Mainland China,105,0,8,2020-02-08
Guizhou,Mainland China,89,1,7,2020-02-08
Tianjin,Mainland China,88,1,4,2020-02-08
Gansu,Mainland China,79,1,12,2020-02-08
Jilin,Mainland China,69,1,4,2020-02-08
Cruise Ship,Others,61,0,0,2020-02-08
Inner Mongolia,Mainland China,52,0,5,2020-02-08
Ningxia,Mainland China,45,0,15,2020-02-08
Xinjiang,Mainland China,42,0,0,2020-02-08
NA,Singapore,33,0,2,2020-02-08
NA,Thailand,32,0,10,2020-02-08
Hong Kong,Hong Kong,26,1,0,2020-02-08
NA,Japan,25,0,1,2020-02-08
NA,South Korea,24,0,1,2020-02-08
Qinghai,Mainland China,18,0,3,2020-02-08
Taiwan,Taiwan,17,0,1,2020-02-08
NA,Malaysia,16,0,1,2020-02-08
NA,Germany,13,0,0,2020-02-08
NA,Vietnam,13,0,1,2020-02-08
NA,France,11,0,0,2020-02-08
Macau,Macau,10,0,1,2020-02-08
NA,United Arab Emirates,7,0,0,2020-02-08
Queensland,Australia,5,0,0,2020-02-08
New South Wales,Australia,4,0,2,2020-02-08
Victoria,Australia,4,0,0,2020-02-08
British Columbia,Canada,4,0,0,2020-02-08
NA,India,3,0,0,2020-02-08
NA,Italy,3,0,0,2020-02-08
NA,Philippines,3,1,0,2020-02-08
NA,UK,3,0,0,2020-02-08
South Australia,Australia,2,0,0,2020-02-08
"Toronto, ON",Canada,2,0,0,2020-02-08
NA,Russia,2,0,0,2020-02-08
"Chicago, IL",US,2,0,0,2020-02-08
"San Benito, CA",US,2,0,0,2020-02-08
"Santa Clara, CA",US,2,0,0,2020-02-08
NA,Belgium,1,0,0,2020-02-08
NA,Cambodia,1,0,0,2020-02-08
"London, ON",Canada,1,0,0,2020-02-08
NA,Finland,1,0,0,2020-02-08
Tibet,Mainland China,1,0,0,2020-02-08
NA,Nepal,1,0,0,2020-02-08
NA,Spain,1,0,0,2020-02-08
NA,Sri Lanka,1,0,1,2020-02-08
NA,Sweden,1,0,0,2020-02-08
"Boston, MA",US,1,0,0,2020-02-08
"Los Angeles, CA",US,1,0,0,2020-02-08
"Madison, WI",US,1,0,0,2020-02-08
"Orange, CA",US,1,0,0,2020-02-08
"Seattle, WA",US,1,0,0,2020-02-08
"Tempe, AZ",US,1,0,0,2020-02-08
Hubei,Mainland China,29631,871,1795,2020-02-09
Guangdong,Mainland China,1131,1,141,2020-02-09
Zhejiang,Mainland China,1075,0,201,2020-02-09
Henan,Mainland China,1033,6,153,2020-02-09
Hunan,Mainland China,838,1,186,2020-02-09
Anhui,Mainland China,779,1,72,2020-02-09
Jiangxi,Mainland China,740,0,73,2020-02-09
Chongqing,Mainland China,468,2,51,2020-02-09
Jiangsu,Mainland China,468,0,71,2020-02-09
Shandong,Mainland China,444,1,63,2020-02-09
Sichuan,Mainland China,386,1,71,2020-02-09
Beijing,Mainland China,326,2,37,2020-02-09
Heilongjiang,Mainland China,307,6,14,2020-02-09
Shanghai,Mainland China,293,1,44,2020-02-09
Fujian,Mainland China,250,0,35,2020-02-09
Shaanxi,Mainland China,208,0,25,2020-02-09
Hebei,Mainland China,206,2,34,2020-02-09
Guangxi,Mainland China,195,1,18,2020-02-09
Yunnan,Mainland China,141,0,18,2020-02-09
Hainan,Mainland China,131,3,19,2020-02-09
Shanxi,Mainland China,119,0,25,2020-02-09
Liaoning,Mainland China,107,0,12,2020-02-09
Guizhou,Mainland China,99,1,7,2020-02-09
Tianjin,Mainland China,91,1,4,2020-02-09
Gansu,Mainland China,83,2,16,2020-02-09
Jilin,Mainland China,78,1,12,2020-02-09
Diamond Princess cruise ship,Others,64,0,0,2020-02-09
Inner Mongolia,Mainland China,54,0,5,2020-02-09
Ningxia,Mainland China,45,0,13,2020-02-09
Xinjiang,Mainland China,45,0,0,2020-02-09
NA,Singapore,40,0,2,2020-02-09
NA,Thailand,32,0,10,2020-02-09
Hong Kong,Hong Kong,29,1,0,2020-02-09
NA,Japan,26,0,1,2020-02-09
NA,South Korea,25,0,3,2020-02-09
Qinghai,Mainland China,18,0,3,2020-02-09
Taiwan,Taiwan,18,0,1,2020-02-09
NA,Malaysia,16,0,1,2020-02-09
NA,Germany,14,0,0,2020-02-09
NA,Vietnam,13,0,1,2020-02-09
NA,France,11,0,0,2020-02-09
Macau,Macau,10,0,1,2020-02-09
NA,United Arab Emirates,7,0,0,2020-02-09
Queensland,Australia,5,0,0,2020-02-09
New South Wales,Australia,4,0,2,2020-02-09
Victoria,Australia,4,0,0,2020-02-09
British Columbia,Canada,4,0,0,2020-02-09
NA,India,3,0,0,2020-02-09
NA,Italy,3,0,0,2020-02-09
NA,Philippines,3,1,0,2020-02-09
NA,UK,3,0,0,2020-02-09
South Australia,Australia,2,0,0,2020-02-09
"Toronto, ON",Canada,2,0,0,2020-02-09
NA,Russia,2,0,0,2020-02-09
NA,Spain,2,0,0,2020-02-09
"Chicago, IL",US,2,0,2,2020-02-09
"San Benito, CA",US,2,0,0,2020-02-09
"Santa Clara, CA",US,2,0,0,2020-02-09
NA,Belgium,1,0,0,2020-02-09
NA,Cambodia,1,0,0,2020-02-09
"London, ON",Canada,1,0,0,2020-02-09
NA,Finland,1,0,0,2020-02-09
Tibet,Mainland China,1,0,0,2020-02-09
NA,Nepal,1,0,0,2020-02-09
NA,Sri Lanka,1,0,1,2020-02-09
NA,Sweden,1,0,0,2020-02-09
"Boston, MA",US,1,0,0,2020-02-09
"Los Angeles, CA",US,1,0,0,2020-02-09
"Madison, WI",US,1,0,0,2020-02-09
"Orange, CA",US,1,0,0,2020-02-09
"Seattle, WA",US,1,0,1,2020-02-09
"Tempe, AZ",US,1,0,0,2020-02-09
Hubei,Mainland China,31728,974,2222,2020-02-10
Guangdong,Mainland China,1159,1,167,2020-02-10
Zhejiang,Mainland China,1092,0,242,2020-02-10
Henan,Mainland China,1073,6,191,2020-02-10
Hunan,Mainland China,879,1,208,2020-02-10
Anhui,Mainland China,830,3,88,2020-02-10
Jiangxi,Mainland China,771,1,105,2020-02-10
Jiangsu,Mainland China,492,0,81,2020-02-10
Chongqing,Mainland China,486,2,66,2020-02-10
Shandong,Mainland China,466,1,66,2020-02-10
Sichuan,Mainland China,405,1,80,2020-02-10
Beijing,Mainland China,337,2,44,2020-02-10
Heilongjiang,Mainland China,331,7,30,2020-02-10
Shanghai,Mainland China,299,1,48,2020-02-10
Fujian,Mainland China,261,0,39,2020-02-10
Hebei,Mainland China,218,2,41,2020-02-10
Shaanxi,Mainland China,213,0,30,2020-02-10
Guangxi,Mainland China,210,1,24,2020-02-10
Yunnan,Mainland China,149,0,19,2020-02-10
Hainan,Mainland China,138,3,19,2020-02-10
Diamond Princess cruise ship,Others,135,0,0,2020-02-10
Shanxi,Mainland China,119,0,25,2020-02-10
Guizhou,Mainland China,109,1,10,2020-02-10
Liaoning,Mainland China,108,0,13,2020-02-10
Tianjin,Mainland China,95,1,8,2020-02-10
